breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,Valentino Garavani,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240.jpg,Valentino Garavani,VL7N sneakers,€ 525,,,P00470240,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","With leather uppers, these distinctive Valentino Garavani sneakers in white sport seven bands with “VLTN” logo in rubber, a logo printed tongue tab, finished with the logo hot-stamped at the heel counter in silver-tone.upper: leather, fabric lining: leather sole: fabric insole, rubber sole round toe lace-up Made in Italy Designer colour name: White Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00470240_d4.jpg"
"Men,Valentino Garavani,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095.jpg,Valentino Garavani,One Stud leather sneakers,€ 585,,,P00570095,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Inspired by skateboarding styles, these low-top sneakers from Valentino Garavani are made from nappa leather and feature molded stud detailing on the rubber soles and a single Maxi stud embellishment.upper: lamb leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White Grey Black Comes with a box Comes with dust bags Comes with extra laces Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00570095_d4.jpg"
"Men,Designers,Tod's",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270.jpg,Tod's,Suede desert boots,€ 379,,,P00496270,"UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 12,EU 47,UK_ 13,EU 48","With supple suede uppers in navy blue, these Tod's desert boots are Italian-crafted with studded rubber soles, and the label's monogram embossed at the sole.upper: calf leather lining: leather sole: leather insole, rubber sole almond toe lace-up Made in Italy Designer colour name: Notte True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/5b/P00496270_d4.jpg"
"Men,Clarks Originals,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260.jpg,Clarks Originals,Wallabee suede boots,€ 135,,,P00581260,"UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46","These iconic Wallabee boots from Clarks Originals are crafted from two-tone brown suede sourced from the famous Horween tannery in the USA, and rest on crêpe rubber soles.upper: calf leather lining: leather sole: leather insole, rubber sole square toe lace-up Made in Vietnam comes with a box Designer colour name: Green Combi True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00581260_d4.jpg"
"Men,Tod's,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044.jpg,Tod's,Suede espadrilles,€ 345,,,P00592044,"UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 11.5,EU 46,5,UK_ 12,EU 47,UK_ 13,EU 48","Tod's take on the classic espadrille arrives in brown suede uppers, finished with raffia trimmed midsoles and white pebbled rubber soles for a comfortable step.upper: leather lining: leather trim: jute sole: leather insole, rubber sole round toe Made in Italy Designer colour name: Coconut + Fondo Bianco True to size UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a6/P00592044_d4.jpg"
"Men,Tod's,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292.jpg,Tod's,Gommino suede driving shoes,€ 415,,,P00642292,"UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 11.5,EU 46,5,UK_ 12,EU 47,UK_ 13,EU 48","Made in Italy with hand-stitched details, these driving shoes from Tod's are made from suede with a leather lining, and feature signature rubber pebbles at the sole and heel.upper: cow leather lining: leather sole: leather insole, leather and rubber sole round toe Made in Italy comes with dust bag  comes with a box Designer colour name: Celeste Polvere Fits large to size - we recommend trying one size smaller UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1e/P00642292_d4.jpg"
"Men,Tod's,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602.jpg,Tod's,Gommino driving shoes,€ 345,,,P00538602,"UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 11.5,EU 46,5,UK_ 12,EU 47,UK_ 13,EU 48","Made from suede, these grey loafers from Tod's have a slip-on design detailed with the label's signature rubber pebbles on the heel and soles.upper: leather lining: leather sole: leather insole, leather and rubber sole round toe Made in Italy Designer colour name: Grey True to size UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9b/P00538602_d4.jpg"
"Men,Tod's,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227.jpg,Tod's,Gommino driving shoes,€ 415,,,P00547227,"UK_ 6.5,EU 40,UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 11.5,EU 46,5,UK_ 12,EU 47,UK_ 13,EU 48","Made from leather, these brown loafers from Tod's have a slip-on design, detailed with ties at the front and the label's signature rubber pebbles on the heel and soles.upper: calf leather lining: leather sole: leather insole, rubber sole square toe lace-up Made in Italy comes with a box Designer colour name: Brown Fits slightly large to size - we recommend trying a half size smaller UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00547227_d4.jpg"
"Men,Acne Studios,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547.jpg,Acne Studios,Low-top VELCRO® sneakers,€ 269,,,P00504547,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Retro-inspired with a double VELCRO® strap closure, these white Acne Studios sneakers feature the label's charming rubber Face patch at the heel counter and sit atop gum rubber soles.upper: leather lining: fabric sole: fabric insole, rubber sole round toe VELCRO® fastening Made in Italy comes with a box Designer colour name: White True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/06/P00504547_d4.jpg"
"Men,Our Legacy,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022.jpg,Our Legacy,Camion leather mules,€ 325,,,P00648022,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These black mules from Our Legacy are constructed with smooth leather uppers and a supportive rubber sole. Designed in a wide fit, they are finished with a modest heel and a buckle fastening.upper: calf leather lining: leather sole: leather insole, rubber sole round toe buckle fastening Made in Portugal comes with a box Designer colour name: Black Leather True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b1/P00648022_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783.jpg,Tom Ford,Warwick grained leather sneakers,€ 535,,,P00506783,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","These Tom Ford sneakers have a low-top and slimline silhouette, are crafted from full-grain leather in white, and feature a perforated 'T' at either side of the shoes.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Burro True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d3/P00506783_d4.jpg"
"Men,Dolce&Gabbana,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375.jpg,Dolce&Gabbana,Port Light leather sneakers,€ 405,,,P00512375,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","In a white colorway, these Dolce & Gabbana sneakers are Italian-made from leather, have a low-top silhouette, and feature the label's logo in black at the tongue and soles.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/91/P00512375_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216.jpg,Tom Ford,Cambridge suede sneakers,€ 585,,,P00543216,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","These tobacco-brown lace-up sneakers from Tom Ford are made from suede uppers featuring tonal scalloped trims at the side, and sit atop rubber soles with a logo at the heel counter.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Tobacco Fits small to size - we recommend trying one size larger UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/bc/P00543216_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958.jpg,Tom Ford,Cambridge suede sneakers,€ 585,,,P00561958,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","These marble white lace-up sneakers from Tom Ford are made from suede uppers featuring scalloped leather trims at the side, atop rubber soles with a logo at the heel counter.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Marmo True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a0/P00561958_d4.jpg"
"Men,Maison Margiela,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359.jpg,Maison Margiela,Replica leather and suede sneakers,€ 375,,,P00443359,"EU_ 39,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 47","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in a white and grey shade with leather uppers, suede trims and debossed logo on the tongue, atop a brown rubber sole.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with a box comes with dust bags Designer colour name: White True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a7/P00443359_d4.jpg"
"Men,Saint Laurent,Shoes,Boots,Chelsea boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151.jpg,Saint Laurent,Wyatt Chelsea boots,€ 669,,,P00492151,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These beige suede ankle boots from Saint Laurent offer ultimate style and comfort in a slim silhouette, and feature elastic side panels and leather soles.upper: goat leather lining: leather, fabric trim: fabric sole: leather insole and sole almond toe elasticated sides Made in Italy Designer colour name: New Sigaro True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00492151_d4.jpg"
"Men,Gucci,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202.jpg,Gucci,Interlocking G thong sandals,€ 415,,,P00674202,"UK_ 4.5,EU 38,5,UK_ 5,EU 39,UK_ 5.5,EU 39,5,UK_ 6,EU 40,UK_ 6.5,EU 40,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43,UK_ 9.5,EU 43,5,UK_ 10,EU 44,UK_ 10.5,EU 44,5,UK_ 11,EU 45,UK_ 11.5,EU 45,5,UK_ 12,EU 46,UK_ 12.5,EU 46,5,UK_ 13,EU 47,UK_ 13.5,EU 47,5,UK_ 14,EU 47,5","These black thong sandals from Gucci feature the label's signature Interlocking G logo in mixed gold and silver tones. With striped fabric uppers, these sandals rest on leather soles.upper: fabric lining: leather trim: leather sole: leather insole and sole round open toe Made in Italy comes with dust bag  comes with a box Designer colour name: V.R.V/Nero True to size UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/86/P00674202_d4.jpg"
"Men,Berluti,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412.jpg,Berluti,Fast Track leather sneakers,"€ 1,025",,,P00481412,"UK_ 5,EU 39,UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46","Crafted in Italy from leather, these black sneakers from Berluti are a fusion of sportswear and timeless design, featuring pull cord laces for a refined look, and brown accents throughout.upper: leather, fabric lining: fabric sole: leather insole, rubber sole almond toe elasticated sides Made in Italy Designer colour name: Black True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0d/P00481412_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254.jpg,Golden Goose,Superstar sneakers,€ 389,,,P00574254,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These black low-top sneakers from Golden Goose are made in Italy from leather, featuring a lace-up design with a logo-print heel counter and a white suede star on the side.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black/White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b0/P00574254_d4.jpg"
"Men,Balenciaga,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744.jpg,Balenciaga,Track.3 sneakers,€ 795,,,P00655744,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","The multi-layered mesh uppers of these beige Balenciaga sneakers are made from over 170 panels. They have distressed detailing and scuffed rubber soles.upper: fabric lining: fabric trim: leather sole: fabric insole, rubber sole round toe lace-up Made in China comes with dust bag  comes with a box Designer colour name: Dark Beige/Beige/Lg Beig True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00655744_d4.jpg"
"Men,Tom Ford,Shoes,Espadrilles",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830.jpg,Tom Ford,Barnes suede espadrilles,€ 329,,,P00596830,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","These Spanish-made espadrilles from Tom Ford have suede uppers in a dark olive colorway, jute trims, and rubber soles. The slip-on design is finished with a tonal, smooth leather heel counter.upper: calf leather lining: leather trim: jute sole: leather and jute insole, rubber sole square toe Made in Spain comes with dust bags comes with a box Designer colour name: Dark Olive Fits small to size - we recommend trying one size larger UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b9/P00596830_d4.jpg"
"Men,Alexander McQueen,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471.jpg,Alexander McQueen,Sprint leather sneakers,€ 549,,,P00676471,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 46.5,EU_ 47","Fit to conquer any terrain, Alexander McQueen's Sprint sneakers sit on wide, chunky runner soles that run up the heels. They're made from black leather with tonal logo embossing on the lateral sides.upper: cow leather lining: fabric sole: leather insole, rubber sole round toe lace-up Made in Italy comes with extra laces Designer colour name: Nero True to size European sizes 4,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f1/P00676471_d4.jpg"
