breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,JW Anderson,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514.jpg,JW Anderson,Embroidered wool slippers,€ 295,,,P00670514,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Slip into the contemporary vision of JW Anderson with these slippers. Made from felted wool in Italy, this style rests on cork footbeds and is finished with tonal anchor embroidery.upper: leather, fabric lining: leather sole: rubber insole and sole round toe Made in Italy comes with a box comes with dust bag  Designer colour name: Dark Ollive True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00670514_d4.jpg"
"Men,Tod's,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274.jpg,Tod's,City Gommino driving shoes,€ 415,,,P00642274,"UK_ 6,EU 39,5,UK_ 7,EU 41,UK_ 7.5,EU 41,5,UK_ 8,EU 42,UK_ 8.5,EU 42,5,UK_ 9,EU 43-43,5,UK_ 9.5,EU 44,UK_ 10,EU 44,5,UK_ 10.5,EU 45,UK_ 11,EU 45,5,UK_ 11.5,EU 46,5,UK_ 12,EU 47,UK_ 13,EU 48","Made from suede, these loafers from Tod's have a slip-on design detailed with the label's signature rubber pebbles on the heel and soles.upper: calf leather lining: leather sole: leather insole, leather and rubber sole square toe lace-up Made in Italy comes with a box comes with dust bag  Designer colour name: Ombra Fits large to size - we recommend trying one size smaller UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/78/P00642274_d4.jpg"
"Men,Tom Ford,Shoes,Formal shoes,Monk strap",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773.jpg,Tom Ford,Sutherland double monk strap shoes,"€ 1,200",,,P00506773,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","Featuring a slightly higher ankle, these double strap monk shoes from Tom Ford are crafted from smooth leather in black, and have a classic cap top stitch design, finished with brass hardware.upper: calf leather lining: leather sole: leather insole and sole almond toe buckle fastening Made in Italy Designer colour name: Black True to size Slightly narrow Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/0b/P00506773_d4.jpg"
"Men,Christian Louboutin,Shoes,Boots,Chelsea boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382.jpg,Christian Louboutin,Melon Flat leather Chelsea boots,€ 839,,,P00632382,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These Chelsea boots from Christian Louboutin are crafted from black leather in a square-toe silhouette, and feature thick soles and welts for frequent wear. A flash of signature Maison Louboutin red outlines the sole.upper: leather, fabric lining: leather, fabric sole: leather insole, rubber sole round toe elasticated sides Made in Italy Designer colour name: Black True to size Slightly narrow Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/35/P00632382_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214.jpg,Tom Ford,Cambridge high-top suede sneakers,€ 665,€ 297,,P00543214,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","In a high-top style, these lace-up sneakers from Tom Ford are made from black suede uppers featuring tonal scalloped leather trims at the side, and sit atop rubber soles with a logo at the heel counter.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Blac True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ea/P00543214_d4.jpg"
"Men,Saint Laurent,Shoes,Boots,Ankle boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d6/P00441556.jpg,Saint Laurent,Wyatt 30 Jodhpur boots,€ 755,,,P00441556,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 46.5,EU_ 47,EU_ 48","Experience classic style and comfort in these Saint Laurent suede jodhpur boots in light tobacco, featuring a stacked heel, grosgrain back pull tab and distinctive metal buckle.upper: calf leather sole: leather insole and sole almond toe buckle-fastening ankle strap Made in Italy Designer colour name: Brown Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d6/P00441556_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d6/P00441556_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d6/P00441556_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d6/P00441556_d3.jpg"
"Men,Givenchy,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720.jpg,Givenchy,Giv 1 leather sneakers,€ 445,€ 357,,P00634720,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","A Chito and Givenchy collaboration, these white leather sneakers feature a graffiti-inspired, 4G emblem at the sides, and are set on rubber soles.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Portugal Designer colour name: White/Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/53/P00634720_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137.jpg,Christian Louboutin,Louis Junior Spikes sneakers,€ 702,,,P00480137,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47,EU_ 48","In an all-black silhouette crafted from smooth suede, these sneakers from Christian Louboutin feature small spikes on the toe box.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black/Black Sole : thermoplastic polyurethane Inside sole : leather True to size Slightly narrow Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/c0/P00480137_d4.jpg"
"Men,Maison Margiela,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363.jpg,Maison Margiela,Replica leather and suede sneakers,€ 375,,,P00443363,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in black with leather uppers, suede trims and debossed logo on the tongue, atop a brown rubber sole.upper: calf leather lining: leather trim: lamb leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00443363_d4.jpg"
"Men,JW Anderson,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516.jpg,JW Anderson,Embroidered wool-blend slippers,€ 295,,,P00670516,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These slippers are an instantly recognizable JW Anderson style. Characterized by embroidered anchors, this felted wool-blend style has comfortable cork footbeds, rubber soles, and penny strap detailing.upper: leather, fabric lining: leather sole: leather insole, rubber sole round toe Made in Italy comes with a box comes with dust bag  Designer colour name: Dark Navy Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/dc/P00670516_d4.jpg"
"Men,Maison Margiela,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658.jpg,Maison Margiela,Replica leather and suede sneakers,€ 375,,,P00710658,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in an all-brown shade with leather uppers, suede trims and debossed logo on the tongue, atop a matching rubber sole.upper: lamb leather lining: lamb leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: Champagne True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/89/P00710658_d4.jpg"
"Men,Amiri,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684.jpg,Amiri,Skeleton high-top sneakers,€ 525,,,P00554684,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Crafted from leather in a black and white colorway, these AMIRI sneakers have a high-top silhouette, feature embroidered leather appliqués on the uppers emulating skeleton bones, and sit atop rubber soles.upper: leather lining: fabric sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black White Wht True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/11/P00554684_d4.jpg"
"Men,Satisfy,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130.jpg,Satisfy,x Norda 001 trail running shoes,€ 255,,,P00742130,"US_ 7.5,EU 40,5,US_ 8,EU 41,US_ 9,EU 42,US_ 10,EU 43,US_ 11,EU 44,US_ 12,EU 45,US_ 13,EU 46","Satisfy collaborated with Norda to create this monochromatic version of the 001 trail running shoes. Made from bio-based Dyneema®, they are set on Vibram® Megagrip soles and finished with reflective details.upper: fabric lining: fabric sole: fabric insole, rubber sole lace-up Made in China comes with dust bag  Designer colour name: Jadeite / Synthetique Fits slightly small to size - we recommend trying a half size larger US sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ff/P00742130_d4.jpg"
"Men,Alexander McQueen,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901.jpg,Alexander McQueen,Oversized leather sneakers,€ 425,,,P00649901,"EU_ 39,EU_ 40,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Alexander McQueen's classic low-top sneakers are crafted from leather with thick rubber soles. An iconic style of the brand, they're finished with contrast-colored suede heel counters.upper: cow leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with extra laces comes with a box Designer colour name: White/Mole True to size European sizes 5,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00649901_d4.jpg"
"Men,Maison Margiela,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400.jpg,Maison Margiela,Replica leather and suede sneakers,€ 375,,,P00443400,"EU_ 39,EU_ 40,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 45,EU_ 46,EU_ 47","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in white with leather uppers, suede trims and debossed logo on the tongue, atop a white rubber sole.upper: calf leather lining: leather sole: fabric insole, rubber sole almond toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: White True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00443400_d4.jpg"
"Men,Tom Ford,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878.jpg,Tom Ford,Cambridge suede sneakers,€ 535,,,P00488878,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","These lace-up sneakers from Tom Ford are made from black suede uppers featuring black scalloped leather trims at the side, atop rubber soles with a logo at the heel counter.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Nero True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/17/P00488878_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974.jpg,Christian Louboutin,Paqueboat suede loafers,€ 585,€ 144,,P00649974,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These Paqueboat loafers from Christian Louboutin are made from suede and rest on contrasting rubber soles.upper: leather sole: rubber insole and sole Made in Italy comes with dust bag , comes with a box Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9e/P00649974_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708.jpg,Christian Louboutin,Louis Junior Spikes sneakers,€ 702,,,P00483708,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 46,EU_ 47","In a sleek black silhouette crafted from smooth leather, these sneakers from Christian Louboutin feature small spikes on the toe box.upper: calf leather lining: leather trim: platinum-plated studs sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black/Black True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1a/P00483708_d4.jpg"
